# of units,City,Area,Address,Strata Name,Postal Code,Strata Plan #,Current Management text,Construction,Year built,Link
239,Burnaby,Government Road,3980 Carrigan Court,Discovery Place I,V3N 4S6,NWS2301,Pacific Quorum Properties,Concrete,1985,http://www.burnabycondo.com/discovery-place-i-3980-carrigan-court-burnaby
66,New Westminster,Quayside,3 & 5 K De K Court,Quayside Terrace 3,V3M 6C9,NWS2363,Self-Managed,Frame - Wood,1986,http://bccondos.net/quayside-terrace
71,New Westminster,Quayside,12 K De K Court,Dockside,V3M 6C9,NWS2459,Ascent,Frame - Wood,1986,http://bccondos.net/dockside
60,New Westminster,Quayside,31 Reliance Court,Quaywest,V3M 6C6,NWS2494,Hugh And Mckinnon,Frame - Wood,1986,http://bccondos.net/31-reliance
59,Burnaby,Metrotown,6282 Kathleen Avenue,Empress,V5H 4J4,NWS2497,Bayside,Concrete,1986,http://www.burnabycondo.com/empress-6282-kathleen-avenue-burnaby
94,New Westminster,Quayside,1045 Quayside Drive,Quayside Tower 1,V3M 1C5,NWS2636,Ascent,Concrete,1988,http://bccondos.net/quayside-tower-1
104,New Westminster,Quayside,1150 Quayside Drive,Westport,V3M 6E1,NWS2747,Self-Managed,Frame - Wood,1988,http://bccondos.net/westport
60,Burnaby,Metrotown,6152 Kathleen Avenue,Embassy,V5H 4K8,NWS2778,Ascent,Concrete,1988,http://www.burnabycondo.com/embassy-6152-kathleen-avenue-burnaby
118,Burnaby,Metrotown,4350 Beresford Street,Carlton on the Park,V5H 4K9,NWS2790 ,Ascent ,Concrete,1988,http://www.burnabycondo.com/carlton-on-the-park-4350-beresford-street-burnaby
98,New Westminster,Quayside,1065 Quayside Drive,Quayside Tower 2,V3M 1C5,NWS2797,Strata West,Concrete,1988,http://bccondos.net/quayside-tower-2
104,New Westminster,Quayside,1250 Quayside Drive,Promenade,V3M 6E2,NWS2824,Crosby,Concrete,1988,http://bccondos.net/the-promenade
12,Burnaby,Metrotown,5350 Victory Street,Parkview Place,V5J 1T1,NWS2906,Self Managed,Wood Frame,1989,http://www.burnabycondo.com/parkview-place-5674-jersey-avenue-burnaby
151,New Westminster,Quayside,"1210, 1220 & 1230 Quayside Drive",Tiffany Shores 1210,V3M 6E2,NWS2924,Hugh And Mckinnon,Frame - Wood,1989,http://bccondos.net/tiffany-shores
21,New Westminster,Downtown,119 Agnes Street,Park West Plaza,V3L 1E4,NWS298,Bayside,Frame - Wood,1975,http://bccondos.net/parkwest-plaza
127,Burnaby,Metrotown,6240 McKay Avenue,Grande Corniche,V5H 4L8,NWS3079,Vancouver Condo,Concrete,1990,http://www.burnabycondo.com/grande-corniche-6240-mckay-avenue-burnaby
110,New Westminster,Quayside,1135 Quayside Drive,Anchor Point,V3M 6C9,NWS3089,York West,Concrete,1989,http://bccondos.net/anchor-pointe
30,Burnaby,Metrotown,7368 Royal Oak Avenue,PARKVIEW PLACE II,V5J 4J6,NWS3099,Condex,Wood Frame,1990,http://www.burnabycondo.com/7368-royal-oak-7368-royal-oak-avenue-burnaby
45,New Westminster,Downtown,31 Elliot Street,Royal Albert Towers,V3L 5C9,NWS317,Baywest,Concrete,1975,http://bccondos.net/royal-albert-towers
150,New Westminster,Downtown,410 and 420 Carnarvon Street,Carnarvon Place 410 420,V3L 1C2,NWS3213,Crosby,Concrete,1990,http://bccondos.net/carnarvon-place
12,Burnaby,Metrotown,6788 Mckay Avenue,Mckay Manor,V5J 3R9,NWS3226,Pacific First,Wood Frame,1990,http://www.burnabycondo.com/mckay-manor-6788-mckay-avenue-burnaby
148,New Westminster,Quayside,"2, 3 & 5 Renaissance Square",Lido,V3M 6N8,NWS3235,Baywest,Frame - Wood,1990,http://bccondos.net/the-lido
30,Burnaby,Central Burnaby,3767 Norfolk Street,Governors Hill,V5G 1E3,NWS3269,JEFFERSON MGMT,Wood Frame,1990,http://www.burnabycondo.com/governors-hill-3767-norfolk-street-burnaby
24,Burnaby,Highgate,6939 Gilley Avenue,Ventura Place,V5J 4W8,NWS3301,Compton Steel,Wood Frame,1991,http://www.burnabycondo.com/ventura-place-6939-gilley-avenue-burnaby
67,Burnaby,Metrotown,5967 Wilson Avenue,Place Meridian,V5H 4N9,NWS3336,AMW alliance,Concrete,1991,http://www.burnabycondo.com/place-meridian-5967-wilson-avenue-burnaby
132,Burnaby,Metrotown,5885 Olive Avenue,Metropolitan,V5H 4N8,NWS3355,Crosby,Concrete,1991,http://www.burnabycondo.com/metropolitan-5885-olive-avenue-burnaby
307,New Westminster,Quayside,"1185, 1235, 1245 Quayside Drive",Riviera,V3M 6T8,NWS3385,Baywest,Concrete,1992,http://bccondos.net/1235-quayside
112,New Westminster,Downtown,320 Royal Avenue,Pepper Tree,V3L 5C6,NWS340,Kazawest,Concrete,1975,http://bccondos.net/the-peppertree
33,Burnaby,Metrotown,5250 Victory Street,Promenade on the Park,V5J 5H2,NWS3401,Self Managed,Wood Frame,1991,http://www.burnabycondo.com/promenade-on-the-park-5250-victory-street-burnaby
72,New Westminster,Downtown,98 10th Street,Plaza Pointe,V3M 1K3,NWS3436,Baywest,Concrete,1991,http://bccondos.net/plaza-point
107,Burnaby,Metrotown,5375 Victory Street,Courtyards,V5J 1T2,NWS3438,Crosby,Wood Frame,1991,http://www.burnabycondo.com/courtyards-6735-6735-station-hill-court-burnaby
36,New Westminster,Downtown,410 Agnes Street,MARSEILLE PLAZA,V3L 5B3,NWS368,Ascent,Frame - Wood,1976,http://bccondos.net/marseille-plaza
80,Burnaby,Metrotown,6689 Willingdon Avenue,Kensington House,V5H 3Y8,NWS375,Jefferson Management,Concrete,1976,http://www.burnabycondo.com/kensington-house-6689-willingdon-avenue-burnaby
59,Burnaby,Metrotown,6669 Telford Avenue,Fircrest,V5H 4A1,NWS454,Bayside,Wood Frame,1975,http://www.burnabycondo.com/fircrest-6669-telford-avenue-burnaby
225,Burnaby,Metrotown,4105 Maywood Street,Times Square 4105 Maywood,V5H 4A3,NWS524,Strataco,Concrete,1977,http://www.burnabycondo.com/times-square-4105-maywood-4105-maywood-street-burnaby
225,Burnaby,Metrotown,4200 Mayberry Street,Times Square 4200 Mayberry,V5H 4A7,NWS524,Strataco,Concrete,1977,http://www.burnabycondo.com/times-square-4200-mayberry-4200-mayberry-street-burnaby
225,Burnaby,Metrotown,4300 Mayberry Street,Times Square 4300 Mayberry,V5H 4A4,NWS524,Strataco,Concrete,1977,http://www.burnabycondo.com/times-square-4300-mayberry-4300-mayberry-street-burnaby
63,Burnaby,Metrotown,4105 Imperial Street,Somerset House,V5J 1A6,NWS554,Crosby,Concrete,1976,http://www.burnabycondo.com/somerset-house-4105-imperial-street-burnaby
82,Burnaby,Metrotown,6759 Willingdon Avenue,Balmoral House,V5H 3Y9,NWS555,Strataco,Concrete,1977,http://www.burnabycondo.com/balmoral-house-6759-willingdon-avenue-burnaby
33,Burnaby,Metrotown,6450 Telford Avenue,Telford Villa,V5H 2Z2,NWS608,Self Managed,Wood Frame,1975,http://www.burnabycondo.com/telford-villa-6450-telford-avenue-burnaby
42,New Westminster,Downtown,47 Agnes Street,Fraser House,V3L 1E2,NWS659,Park Place,Concrete,1976,http://bccondos.net/fraser-house
41,New Westminster,Downtown,209 Carnarvon Street,Argyle House,V3L 5C9,NWS684,Park Place Properties,Concrete,1976,http://bccondos.net/argyle-house
65,Burnaby,Highgate,7171 Beresford Street,Middlegate Tower,V5E 3Z8,NWS738,Ascent,Concrete,1976,http://www.burnabycondo.com/middlegate-tower-7171-beresford-street-burnaby
72,Burnaby,Highgate,7151 Edmonds Street,Bakerview,V3N 4N5,NWS834,Bayside,Wood Frame,1978,http://www.burnabycondo.com/bakerview-7151-edmonds-street-burnaby
19,Burnaby,Metrotown,4695 Imperial Street,Imperial,V5J 1B9,NWS84,Self Managed,Wood Frame,1964,http://www.burnabycondo.com/imperial-4695-imperial-street-burnaby
40,Coquitlam,Central Coquitlam,1040 King Albert Avenue,Blue Mountain Terrace,,NWS842,Peak,Wood Frame,1977,http://www.coquitlamcondo.com/blue-mountain-terrace-1040-king-albert-avenue-coquitlam
123,Burnaby,Government Road,3921 Carrigan Court,Lougheed Estates 3921,V3N 4P7,NWS92,Baywest,Wood Frame,1973,http://www.burnabycondo.com/lougheed-estates-3921-3921-carrigan-court-burnaby
123,Burnaby,Government Road,3911 Carrigan Court,Lougheed Estates - 3911,V3N 4P7,NWS92,Self Managed,Wood Frame,1973,http://www.burnabycondo.com/lougheed-estates-3911-3911-carrigan-court-burnaby
142,Burnaby,Highgate,7377 Salisbury Avenue,The Beresford - Salisbury,V5E 4B2,NWS955,Condex, Wood Frame,1978,http://www.burnabycondo.com/beresford-7377-salisbury-7377-salisbury-avenue-burnaby
142,Burnaby,Highgate,7055 Wilma Street,The Beresford - Wilma,V5E 4B1,NWS955,Condex,Wood Frame,1978,http://www.burnabycondo.com/beresford-7055-wilma-7055-wilma-street-burnaby
12,Burnaby,Metrotown,4930 Bennett Street,4930 Bennett,V5H 2G9,NWS981,Self Managed,Wood Frame,1981,http://www.burnabycondo.com/4930-bennett-4930-bennett-street-burnaby
231,Vancouver,Downtown,989 Nelson Street,Electra,V6Z 2S1,VAP20820,Colyvan Pacific,Concrete,1995,http://www.vancouvercondos.com/Electra
66,Vancouver,Mount Pleasant,2222 Prince Edward Street,Sunrise In The Park,V5T 4M6,VAS1025,Bayside,Wood Frame,1981,http://bccondos.net/sunrise-on-the-park
6,Vancouver,Mount Pleasant,2255 Prince Albert Street,Mount Pleasant, V5T 4N2,VAS1176,C & C Properties,Wood Frame,1983,http://bccondos.net/2255-prince-albert
141,Vancouver,Downtown,950 Drake Street,Anchor Point,V6Z 2B9,VAS1183,Facilitech ,Concrete,1978,http://www.vancouvercondos.com/AnchorPoint
141,Vancouver,Downtown,1333 Hornby Street,Anchor Pointe 3,V6Z 2B9,VAS1183,Facilitech ,Concrete,1978,http://www.vancouvercondos.com/AnchorPoint/building/building/sold?locale=en
17,Vancouver,Downtown,150 Alexander Street,Mission House,V6A 1B5        ,VAS1232,Self Managed,Concrete,1912,http://www.vancitycondo.com/mission-house-150-alexander-street-vancouver
36,Vancouver,Downtown,550 Beatty Street,550 Beatty,V6B 2L3,VAS1322,Crosby,Concrete,1906,http://www.vancouvercondos.com/FiveFifty/building/info?locale=en
71,Vancouver,Downtown,850 Burrard Street,850 Burrard,V6Z 2J1,VAS1323,Vancouver Condominium,Concrete,1984,http://www.vancouvercondos.com/850Burrard
87,Vancouver,Downtown,1330 Hornby Street,Hornby Court,V6Z 1W5,VAS1681,Re/Max,Concrete,1986,http://www.vancouvercondos.com/HornbyCourt
44,Vancouver,Yaletown,1600 Howe Street,Admiralty,V6Z 2L9,VAS1688,Crosby,Concrete,1986,http://bccondos.net/the-admiralty
28,Vancouver,Yaletown,1675 Hornby Street,Seawalk South,V6Z 2M3,VAS1802,Vancouver Condo,Concrete,1987,http://bccondos.net/seawalk-south
66,Vancouver,Yaletown,1625 Hornby Street,Seawalk North,V6Z 2M2,VAS1886,Colyvan Pacific,Concrete,1987,http://bccondos.net/seawalk-north
176,Vancouver,Yaletown,1500 Howe Street,Discovery, V6Z 2N1,VAS2383,Crosby,Concrete,1989,http://bccondos.net/the-discovery
379,Vancouver,Downtown,431 Pacific Street,Pacific Point,V6B 5M9,VAS2540,Crosby,Concrete,1990,http://www.vancouvercondos.com/PacificPoint
252,Vancouver,Yaletown,990 - 1012 Beach Avenue,1000 Beach,V6E 1T7,VAS2613 ,Colyvan Pacific,Concrete,1991,http://bccondos.net/1010-beach
121,Vancouver,Downtown,789 Drake Street,Century Tower,V6Z 2N7,VAS2692,Assertive ,Concrete,1991,http://www.vancouvercondos.com/CenturyTower
86,Vancouver,Coal Harbour,1415 W Georgia Street,Palais Georgia,V6G 3C8,VAS2801,Pacific Quorum,Concrete,1991,http://bccondos.net/palais-georgia
12,Vancouver,Mount Pleasant,2223 Prince Edward Street,Valko Gardens,V5T 4K6,VAS285,Blueprint Strata Man,Wood Frame,1976,http://bccondos.net/valko-gardens
23,Vancouver,Mount Pleasant,2234 Prince Albert Street,Oasis,V5T 4K9,VAS495,Harbourside,Wood Frame,1978,http://bccondos.net/oasis
12,Vancouver,Mount Pleasant,2239 St Catherines Street,Parkview Manor,V5T 4M9,VAS993 ,Self-Managed,Wood Frame,1982,http://bccondos.net/parkview-manor
275,Vancouver,Downtown,838 Hamilton Street,Rosedale,V6B 6A2,,Crosby ,Concrete,1995,http://www.vancouvercondos.com/RosedaleOnRobson
311,Vancouver,Downtown,131 Regiment Square,Spectrum 3,V6B 1X6,,Rancho ,Concrete,2006,http://www.vancouvercondos.com/SpectrumTowerC
229,Vancouver,Downtown,1050 Burrard Street,Wall Centre,V6Z 2R9,,Crosby,Concrete,1995,http://www.vancitycondo.com/wall-centre-1050-burrard-street-vancouver
237,Vancouver,Downtown,1318 - 1398 Homer Street,Governor's Villa,,,Vancouver Condo,Concrete,1995,http://www.vancitycondo.com/governors-villa-1318-1398-homer-street-vancouver
130,Vancouver,Downtown,567 Hornby Street,Le Soleil,V6C 2E8,,Crosby,Concrete,1999,http://www.vancouvercondos.com/LeSoleil/503
200,Burnaby,Government Road,9283 Government Street,Sandlewood,V3N 0A3,,Martello Property,Wood Frame,2007,http://bccondos.net/9233-government
192,Vancouver,Downtown,1133 Homer Street,H&H,V6B 2Y1,,Remax ,Concrete,2008,http://www.vancouvercondos.com/Handh
207,Vancouver,Downtown,433 Robson Street,Westin Grand Hotel,V6B 6L9,,Summit Strata,Concrete,1999,http://www.vancouvercondos.com/WestinGrandHotel
82,Vancouver,Downtown,1177 Pacific Boulevard,Pacific Plaza,V6B 5Z3,,Crosby ,Concrete,1995,http://www.vancouvercondos.com/PacificPlaza
102,Burnaby,Highgate,7225 Acorn Avenue,Axis,V5E 0A9,,Gateway,Concrete,2009,http://www.burnabycondo.com/axis-7225-acorn-avenue-burnaby
126,Vancouver,Downtown,1226 Hamilton Street,Greenwich Place,V6B 2S8,,Atira ,Concrete,1998,http://translate.google.ca/translate?hl=en&sl=sv&u=http://www.vancouvercondos.com/GreenwichPlace/503%3Flocale%3Dsv&prev=/search%3Fq%3Dvancouvercondos.com%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2B%2BGreenwich%2BPlace%26hl%3Den%26biw%3D1280%26bih%3D915&sa=X&ei=zmBCUceiPJSrqQGZs4Ew&ved=0CDAQ7gEwAA
74,Burnaby,Government Road,9098 Halston Court,Sandlewood - Phase II,V3N 0A7,,Martello Property,Wood Frame,2007,http://www.burnabycondo.com/sandlewood-phase-ii-9098-halston-court-burnaby
50,Vancouver,Downtown,36 Water Street,Terminus,,,n/a,Concrete,2008,http://www.vancitycondo.com/terminus-36-water-street-vancouver
58,Vancouver,Downtown,27 Alexander Street,Alexis & Alexander,,,Pacific Quaorum,Concrete,1997,http://www.vancitycondo.com/alexis-alexander-27-alexander-street-vancouver
60,Burnaby,Brentwood Park,4398 Buchanan Street,Buchanan East,,,,,2001,
24,Vancouver,Downtown,71 E Pender Street,East,V6A 1S9,,Prudential,Concrete,2007,http://www.vancitycondo.com/east-71-e-pender-street-vancouver
50,Vancouver,Downtown,518 Beatty Street,Studio 518 Beatty,V6B 2L3,,,Concrete,1911,http://www.vancouvercondos.com/518Beatty
28,Vancouver,Downtown,1238 Homer Street,Grafton,V6B 2Y5,,Rancho ,Concrete,1999,http://www.vancouvercondos.com/Grafton
,Vancouver,Downtown,933 Seymour Street,Spot,V6B 6L6,,Pacific Quorum ,Concrete,1998,http://www.vancouver-condo.ca/Spot-933-Seymour.ubr
44,Vancouver,Downtown,1383 Howe Street,Portofino,V6Z 2R5,,Rancho ,Concrete,1994,http://www.vancouver-condo.ca/Portofino-1383-Howe.ubr
,Burnaby,Brentwood Park,1945 Woodway Place,Hillside Terrace,,,,,,
,Vancouver,Cambie,3278 Heather Street,Heatherstone,,,,,,
,Coquitlam,Canyon Springs,2990 Princess Crescent,Madison,,,,,,
,Burnaby,Central Park,5577 Smith Avenue,Cottonwood Grove,,,,,,
,Burnaby,Central Park,5674 Jersey Avenue,Parkview Place,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2478 Welcher Avenue,Harmony,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2109 Rowland Street,Parkview Place,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2368 Marpole Avenue,River Rock Landing,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2477 Kelly Avenue,South Verde,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2678 Dixon Street,Springdale,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2485 Atkins Avenue,The Esplanade,,,,,,
,Port Coquitlam,Central Pt Coquitlam,2789 Shaughnessy Street,The Shaughnessy,,,,,,
,Port Moody,College Park,200 - 204 Westhill Place,Westhill Place,,,,,,
,Vancouver,Collingwood,5355 Boundary Road,Central Place,,,,,,
,Vancouver,Collingwood,3588 Vanness Avenue,Emerald Court,,,,,,
,Vancouver,Collingwood,3463 Crowley Drive,McGregor,,,,,,
,Vancouver,Collingwood,3489 Ascot Place,Regent Court,,,,,,
,Coquitlam,Coquitlam East,455 Bromley Street,Las Palmas,,,,,,
,Coquitlam,Coquitlam West,601 North Road,The Wolverton,,,,,,
,Vancouver,Dunbar,3626 W 28th Avenue,Castle Gardens,,,,,,
,Vancouver,Dunbar,3590 W 26th Avenue,Dunbar Heights,,,,,,
,Vancouver,Fairview,587 W 7th Avenue,Affiniti,,,,,,
,Vancouver,Fairview,1220 W 6th Avenue,Alder Bay Place,,,,,,
,Vancouver,Fairview,736 W 14th Avenue,Braebern,,,,,,
,Vancouver,Fairview,500 W 10th Avenue,Cambridge Court,,,,,,
,Vancouver,Fairview,1210 - 1236 W 8th Avenue,Galleria,,,,,,
,Vancouver,Fairview,650 - 696 W 7th Avenue,Liberte,,,,,,
,Vancouver,Fairview,1675 W 10th Avenue,Norfolk House,,,,,,
,Vancouver,Fairview,1566 W 13th Avenue,Royal Gardens,,,,,,
,Vancouver,Fairview,1650 W 7th Avenue,Virtu,,,,,,
,Vancouver,Fairview,3008 Willow Street,Willow Place,,,,,,
,Vancouver,Fairview,966 W 14th Avenue,Windsor Gardens,,,,,,
,Vancouver,False Creek,1201 Lamey's Mill Road,Alder Bay Place,,,,,,
,Vancouver,False Creek,1477 Fountain Way,Fountain Terrace,,,,,,
,Vancouver,False Creek,1630 W 1st Avenue,Galleria,,,,,,
,Burnaby,Forglen,4825 Hazel Street,Evergreen,,,,,,
,Burnaby,Forglen,4689 Hazel Street,Madison,,,,,,
,Vancouver,Fraserview,8420 - 8460 Jellicoe Street,Boardwalk,,,,,,
,Vancouver,Fraserview,1920 - 1990 E Kent Avenue,Harbour House,,,,,,
,Port Coquitlam,Glenwood,1668 Grant Avenue,Glenwood Terrace,,,,,,
,Vancouver,Grandview,1928 E 11th Avenue,Lakeview Court,,,,,,
,Vancouver,Grandview,1484 Charles Street,Landmark Arms,,,,,,
,Vancouver,Grandview,1545 E 2nd Avenue,Talishan Woods,,,,,,
,Vancouver,Hastings,222 N Templeton Drive,Cambridge Court,,,,,,
,Vancouver,Hastings,2366 Wall Street,Landmark Mariner,,,,,,
,Vancouver,Hastings,1833 Frances Street,Panorama Gardens,,,,,,
,Vancouver,Hastings East,2741 E Hastings Street,Riviera,,,,,,
,Vancouver,Hastings East,315 Renfrew Street,Shorewinds,,,,,,
,Vancouver,Hastings East,3423 E Hastings Street,Zoey,,,,,,
,Vancouver,Kerrisdale,2238 W 40th Avenue,Ascot,,,,,,
,Vancouver,Kerrisdale,3088 - 3188 W 41st Avenue,Lanesborough,,,,,,
,Vancouver,Kerrisdale,2150 W 40th Avenue,Wedgewood,,,,,,
,Vancouver,Kitsilano,2828 Yew Street,Bel Air,,,,,,
,Vancouver,Kitsilano,2288 W 12th Avenue,Connaught Point,,,,,,
,Vancouver,Kitsilano,2424 Cypress Street,Cypress Place,,,,,,
,Vancouver,Kitsilano,1425 Cypress Street,Cypress West,,,,,,
,Vancouver,Kitsilano,1963 W 3rd Avenue,La Mirada,,,,,,
,Vancouver,Kitsilano,2929 W 4th Avenue,Madison,,,,,,
,Vancouver,Kitsilano,2006 W 2nd Avenue,Maple Park West,,,,,,
,Vancouver,Kitsilano,2234 W 1st Avenue,Ocean Villa,,,,,,
,Vancouver,Kitsilano,2057 W 3rd Avenue,Sausalito,,,,,,
,Vancouver,Kitsilano,2125 W 2nd Avenue,Sunny Lodge,,,,,,
,Vancouver,Kitsilano,2015 Trafalgar Street,Trafalgar Square,,,,,,
,Vancouver,Kitsilano,2091 Vine Street,Vine Gardens,,,,,,
,Vancouver,Kitsilano,1631 Vine Street,Vine Gardens,,,,,,
,Vancouver,Kitsilano,1424 Walnut Street,Walnut Place,,,,,,
,Vancouver,Kitsilano,3250 - 3280 W Broadway Boulevard,Westpointe,,,,,,
,Vancouver,Kitsilano,1688 Cypress Street,Yorkville South,,,,,,
,Coquitlam,Maillardville,98 Laval Street,Le Chateau II,,,,,,
,Vancouver,Main,189 Ontario Place,Mayfair,,,,,,
,Vancouver,Mount Pleasant,3131 Main Street,Cartier Place,,,,,,
,Vancouver,Mount Pleasant,2525 Quebec Street,Cornerstone,,,,,,
,Vancouver,Mount Pleasant,2515 Ontario Street,Elements,,,,,,
,Vancouver,Mount Pleasant,710 E 6th Avenue,McMillan House,,,,,,
,Vancouver,Mount Pleasant,2142 Carolina Street,Wood Dale,,,,,,
,Coquitlam,New Horizons,3097 Lincoln Avenue,Larkin House,,,,,,
,Coquitlam,North Coquitlam,2963 Burlington Drive,Burlington Estates,,,,,,
,Coquitlam,North Coquitlam,2973 Burlington Drive,Burlington Estates,,,,,,
,Coquitlam,North Coquitlam,1154 Westwood Street,Emerald Court,,,,,,
,Coquitlam,North Coquitlam,1200 Pacific Street,Glenview Manor,,,,,,
,Vancouver,Oakridge,651 W 45th Avenue,Fairchild Court,,,,,,
,Vancouver,Oakridge,688 Fairchild Road,Fairchild Court,,,,,,
,Vancouver,Oakridge,688 Fairchild Road,Fairchild Court,,,,,,
,Vancouver,Point Grey,3788 W 8th Avenue,La Mirada,,,,,,
,Port Moody,Port Moody Centre,600 - 700 Klahanie Drive,Boardwalk,,,,,,
,Port Moody,Port Moody Centre,121 Brew Street,Room,,,,,,
,Vancouver,Renfrew,2677 E Broadway Boulevard,Broadway Gardens,,,,,,
,New Westminster,Sapperton,316 Cedar Street,Regal Manor,,,,,,
,Burnaby,Simon Fraser Univ.,9150 University High Street,Origin,,,,,,
,Burnaby,South Slope,7345 Sandborne Avenue,Sandborne Woods,,,,,,
,Vancouver,University,6015 Iona Drive,Chancellor House,,,,,,
,Vancouver,University,5568 - 5692 Kings Road,Galleria,,,,,,
,Vancouver,University,5649 - 5689 Kings Road,Galleria,,,,,,
,Vancouver,University,5880 Hampton Place,Thames Court,,,,,,
,Vancouver,University,5838 Berton Avenue,Wesbrook,,,,,,
,New Westminster,Uptown,1026 Queens Avenue,Amara Terrace,,,,,,
,New Westminster,Uptown,739 Princess Street,Berkley Place,,,,,,
,New Westminster,Uptown,620 7th Avenue,Charter House,,,,,,
,New Westminster,Uptown,620 8th Avenue,Doncaster,,,,,,
,New Westminster,Uptown,1040 4th Avenue,Hillside Terrace,,,,,,
,New Westminster,Uptown,1009 Howay Street,Huntington West,,,,,,
,New Westminster,Uptown,109 10th Street,Landgro Manor,,,,,,
,New Westminster,Uptown,611 Blackford Street,Maymont Manor,,,,,,
,New Westminster,Uptown,526 13th Street,Regent Court,,,,,,
,New Westminster,Uptown,202 Mowat Street,Sausalito,,,,,,
,New Westminster,Uptown,221 11th Street,Stanford,,,,,,
,New Westminster,Uptown,615 Hamilton Street,Uptown,,,,,,
,New Westminster,Uptown,620 Blackford Street,Uptown,,,,,,
,New Westminster,Uptown,708 8th Avenue,Villa Franciscan,,,,,,
,Vancouver,Victoria,5555 Victoria Drive,Chez Victoria,,,,,,
,Vancouver,West End,1388 Nelson Street,Andaluca,,,,,,
,Vancouver,West End,1510 Nelson Street,Ashbury Place,,,,,,
,Vancouver,West End,1127 Barclay Street,Barclay Court,,,,,,
,Vancouver,West End,1060 Barclay Street,Barclay Manor,,,,,,
,Vancouver,West End,1060 Alberni Street,Carlyle,,,,,,
,Vancouver,West End,1818 Robson Street,Casa Rosa,,,,,,
,Vancouver,West End,1040 Pacific Street,Chelsea Terrace,,,,,,
,Vancouver,West End,1020 Harwood Street,Crystallis,,,,,,
,Vancouver,West End,1919 Beach Avenue,Eugenia Place,,,,,,
,Vancouver,West End,828 Cardero Street,Fusion,,,,,,
,Vancouver,West End,828 Gilford Street,Gilford Park,,,,,,
,Vancouver,West End,1995 Beach Avenue,Huntington West,,,,,,
,Vancouver,West End,1279 Nicola Street,Ocean Vista,,,,,,
,Vancouver,West End,1718 Nelson Street,Regency Terrace,,,,,,
,Vancouver,West End,1725 Pendrell Street,Stratford Place,,,,,,
,Vancouver,West End,1263 Barclay Street,Westpoint Terrace,,,,,,
,Vancouver,West End,1435 Nelson Street,Westport,,,,,,
,Burnaby,Willingdon Heights,4310 Hastings Street,Union,,,,,,
27,Coquitlam,Central Coquitlam,1050 Howie Avenue,Monterey Garden,,,Bradshaw,Wood Frame,1982,http://www.coquitlamcondo.com/monterey-garden-1050-howie-avenue-coquitlam
26,Vancouver,Downtown,847 Hornby Street,847 Hornby Street,V6Z 1T9,,Vancouver Condominium,Concrete,1985,http://www.vancouvercondos.com/ChanceryPlace
,Coquitlam,Central Coquitlam,1048 King Albert Avenue,Blue Mountain Manor,,,,,,
,Coquitlam,Central Coquitlam,1122 King Albert Avenue,King Albert Manor,,,,,,
,New Westminster,Downtown,898 Carnarvon Street,Azure at Plaza 88,V3M﻿ 0C3,,Quay Pacific,,,
,New Westminster,Downtown,892 Carnarvon Street,Plaza 88 Azure 2,V3M 6R5,,Quay Pacific,,,
,Vancouver,Downtown,188 Keefer Place,Espana 2,,,,Concrete,,
,Vancouver,Downtown,1323 - 1331 Homer Street,Pacific Point,,,,,,
,North Surrey,Guildford,14980 101A Avenue,Cartier Place,,,,,,
,North Surrey,Guildford,14981 101A Avenue,Cartier Place,,,,,,
,North Surrey,Guildford,14988 101A Avenue,Cartier Place,,,,,,
,North Surrey,Guildford,14993 101A Avenue,Cartier Place,,,,,,
,North Surrey,Guildford,14998 101A Avenue,Cartier Place,,,,,,
,North Surrey,Guildford,9952 149 Street,Tall Timbers,,,,,,
,Vancouver,West End,1819 Pendrell Street,Pendrell Place,,,,,,
,Coquitlam,Westwood Plateau,1420 Parkway Boulevard,Montreux,,,Quay Pacific?,,,
,Coquitlam,Westwood Plateau,1428 Parkway Boulevard,Montreux,,,Quay Pacific?,,,
,Coquitlam,Westwood Plateau,1432 Parkway Boulevard,Montreux,,,Quay Pacific?,,,
,Coquitlam,Westwood Plateau,1438 Parkway Boulevard,Montreux,,,Quay Pacific?,,,
,North Surrey,Whalley,13321 102A Avenue,Agenda,,,,,,
,North Surrey,Whalley,10665 139 Street,Crestview Court,,,,,,
,North Surrey,Whalley,10678 138A Street,Crestview Court,,,,,,
,North Surrey,Whalley,13399 104 Street,D'Corize,,,,,,
,North Surrey,Whalley,13339 102A Avenue,Element,,,,,,
,North Surrey,Whalley,13475 96 Avenue,Ivy Creek,,,,,,
,North Surrey,Whalley,10899 University Drive,Observatory,,,,,,
,North Surrey,Whalley,13325 102A Avenue,Ultra,,,,,,
,North Surrey,Whalley,13316 Old Yale Road,Yale House,,,,,,
,Vancouver,Arbutus,833 Homer N/A,Atelier,,,,,,
,Burnaby,Brentwood Park,2200 Douglas Road,Affinity,,,,,,
,Burnaby,Brentwood Park,2238 Douglas Road,Affinity,,,,,,
